symbol,date,time,price,Impact_Hist_Z,Velocity_Z,Acceleration_Z,Jerk_Z,Snap_Z,Curving_Up,Plateauing,Curving_Down,Volatility_Pct,max_profit_pct_30m,max_loss_pct_30m
MEOH,2026-03-25,19:10:50,57.725,-11.731096355468756,-11.771219834734216,-10.178058928958649,-7.301202068319821,-4.4019017168199195,0.0,0.0,1.0,0.164773798665227,1.29926375054136,-0.0606323083586032
MEOH,2026-03-25,19:11:00,57.7043,-3.441074354027883,3.3906880653608757,9.32340442506912,10.433772138823656,9.82829904106835,1.0,0.0,0.0,0.1683091611107276,1.3356023727867732,-0.02478151541567223
MEOH,2026-03-25,19:11:10,57.75,0.8759390912921381,2.5302125300374727,-0.5130761791630939,-5.608685515722744,-8.44022544550588,0.0,1.0,0.0,0.16797630635923766,1.2554112554112578,-0.10389610389610784
MEOH,2026-03-25,19:11:20,57.73,2.674783317341446,1.6752763414509648,-0.5400100006065659,-0.015620730306421436,3.0484725252336844,0.0,1.0,0.0,0.16828929294592385,1.2904902130608082,-0.06928806513077976
MEOH,2026-03-25,19:11:30,57.73,3.1722426319459007,1.1933154918861941,-0.3085323819764756,0.1321339549010322,0.08053499599640193,0.0,1.0,0.0,0.16987567200874137,1.2904902130608082,-0.06928806513077976
MEOH,2026-03-25,19:11:50,57.7596,3.006875006098121,1.0530022653338351,0.13687326451854753,0.20643393804016927,0.08637760342542836,1.0,0.0,0.0,0.1744252359414879,1.2385819846397872,-0.05990346193532767
MEOH,2026-03-25,19:12:10,57.91,4.258429550891435,3.240278395345844,1.9957294256333769,1.4460448184538015,0.9970562369710649,1.0,0.0,0.0,0.17692354336315913,0.9756518735969691,-0.09618373337937236
MEOH,2026-03-25,19:12:20,57.8543,1.8554618683434592,-0.7472077037808046,-2.6004583065880262,-2.6179189539074685,-2.2194556759822905,0.0,0.0,1.0,0.176312591463522,1.0728675310218936,0.0
MEOH,2026-03-25,19:12:50,57.91,0.961637366134335,1.5508457219635308,1.4869216261853861,1.069593965728801,0.825601775175702,1.0,0.0,0.0,0.17394787226627434,0.9756518735969691,-0.07304437920911301
MEOH,2026-03-25,19:13:20,58.13,0.6235052820248759,1.23373963214221,1.089492574733724,0.8139726814110071,0.25009567047850223,1.0,0.0,0.0,0.19005063005419595,0.6193015654567339,-0.4512300017202878
MEOH,2026-03-25,19:13:30,57.8677,-2.522753586049944,-2.8680246210200866,-2.6685335272419426,-2.148032085942721,-1.6168776140952825,0.0,0.0,1.0,0.1899326721485211,1.07538402252034,0.0
MEOH,2026-03-25,19:13:40,58.14,4.186628592829902,6.023237441641964,5.69748225866543,4.810165622590904,3.8336797335141326,1.0,0.0,0.0,0.19672141098318907,0.6019951840385301,-0.35999312005503775
MEOH,2026-03-25,19:13:50,58.16,0.6640073779004747,-1.7185950961910545,-4.803492268502711,-5.79437991718313,-5.715792095611052,0.0,0.0,1.0,0.206426611143911,0.567400275103173,-0.39425722145803815
MEOH,2026-03-25,19:14:00,58.052,-1.0915310522222166,-1.1968653500903408,0.32271626748673765,2.866900256453164,4.622011315715073,0.0,0.0,0.0,0.21010128837224795,0.7544959691311279,-0.2089505960173602
MEOH,2026-03-25,19:14:10,58.1156,-0.44902760871278213,0.5526578014271886,1.0931699693192027,0.4328381082687843,-1.3130071950035656,1.0,0.0,0.0,0.2158018764128226,0.6442332179311603,-0.31815897968875645
MEOH,2026-03-25,19:14:20,58.015,-1.9311399558719653,-1.3863807899311358,-1.2119519707010364,-1.2899390808626934,-0.9308978515622184,0.0,0.0,1.0,0.2175756599186438,0.8187537705765774,-0.14530724812548296
MEOH,2026-03-25,19:14:40,57.9307,-2.4854213533041993,-1.0122409725703967,-0.16628936124266022,-0.3154957475321501,-0.6560008801963416,0.0,0.0,1.0,0.22000498116576594,0.9654639077380394,0.0
MEOH,2026-03-25,19:15:10,58.13,0.14411254299339996,1.0427385421947424,0.732934291642494,0.3555542314829043,0.30105959015537603,1.0,0.0,0.0,0.22890164416947134,0.6193015654567339,-0.33356270428350127
MEOH,2026-03-25,19:15:20,57.9361,-0.49202259736779025,-0.6337012767412785,-1.0519851873370467,-0.9991027595967186,-0.7313275741211054,0.0,0.0,1.0,0.22984360664306466,0.9560533070054744,0.0
MEOH,2026-03-25,19:22:10,58.245,-1.5789329504040364,-1.7218092225287631,-1.132995625834029,-0.6767470622014458,-0.4122557423054616,0.0,0.0,1.0,0.19355819215122844,0.42063696454632077,-0.19744184050132182
MEOH,2026-03-25,19:22:20,58.2662,-0.4195082369622065,0.5543705109782293,1.428581886826083,1.4323713332242627,1.1385368849242783,1.0,0.0,0.0,0.1859401700260677,0.3840991861490954,-0.23375473258938326
MEOH,2026-03-25,19:32:50,58.31,1.6969212495048693,2.120077953465482,1.6794886578895665,1.1705965685063815,0.7803636957865788,1.0,0.0,0.0,0.09975477613553826,0.42874292574172523,-0.21437146287086262
